16	16
23
0	0	1	2	
0	2	15	5	
0	5	6	2	
0	2	14	4	
0	4	12	1	
0	5	10	2	
0	2	18	3	
0	3	16	4	
0	4	20	2	
0	2	13	5	
0	2	22	5	
0	5	15	3	
0	1	17	4	
0	4	6	4	
0	4	7	2	
0	2	1	0	
1	0	4	21	
18	8	20	13	
6	9	17	7	
10	7	10	13	
12	16	21	14	
10	12	17	20	
19	20	17	14	
16	9	21	7	
12	7	18	8	
13	8	20	16	
7	19	6	10	
17	10	21	22	
17	22	7	18	
6	18	19	16	
7	20	17	16	
1	16	5	0	
4	0	5	7	
20	7	9	15	
17	11	7	20	
16	20	11	20	
21	10	19	18	
16	9	17	17	
17	6	10	12	
17	6	21	13	
20	13	14	22	
20	22	14	8	
6	14	16	19	
21	19	15	16	
7	20	12	13	
14	13	16	19	
17	17	7	17	
5	17	2	0	
5	0	5	7	
10	19	12	12	
6	12	18	12	
11	21	7	21	
13	6	22	19	
17	19	8	8	
20	14	10	14	
21	14	19	14	
14	20	10	18	
21	18	19	17	
6	17	16	14	
15	14	16	19	
12	6	19	14	
15	14	22	17	
7	17	16	19	
2	11	1	0	
5	0	1	21	
12	8	13	8	
18	15	9	10	
8	10	16	12	
22	12	21	6	
8	6	10	22	
9	9	11	13	
12	13	14	9	
10	17	7	9	
18	9	21	8	
10	8	14	20	
16	20	10	7	
18	7	8	19	
7	19	20	13	
16	13	15	15	
1	15	3	0	
1	0	4	9	
13	8	17	14	
11	14	20	9	
17	9	6	19	
6	21	17	17	
8	8	11	13	
11	6	17	14	
14	21	8	12	
21	12	10	19	
21	19	7	11	
13	14	11	18	
10	18	16	16	
15	10	15	16	
21	16	13	16	
9	16	11	21	
3	8	2	0	
4	0	5	10	
16	7	21	13	
20	13	22	22	
6	6	15	18	
17	18	17	8	
11	14	11	11	
17	11	22	22	
8	12	13	13	
6	13	19	18	
7	18	14	10	
11	14	13	21	
12	21	14	14	
15	14	13	7	
8	12	19	14	
10	14	12	10	
2	10	5	0	
5	0	1	9	
21	9	18	20	
22	20	9	13	
9	10	22	9	
14	20	8	22	
11	22	9	18	
22	8	11	17	
10	10	22	6	
19	6	8	16	
14	16	18	19	
18	7	15	17	
14	17	7	15	
13	10	15	22	
6	22	20	12	
12	12	12	14	
3	14	2	0	
1	0	4	13	
20	7	12	17	
9	17	14	9	
22	9	22	19	
8	16	21	15	
9	20	9	8	
11	8	13	14	
22	22	19	22	
8	9	7	19	
18	19	6	21	
18	7	8	22	
7	22	12	15	
13	11	20	16	
20	16	18	21	
12	20	6	12	
2	10	2	0	
3	0	1	7	
12	7	21	22	
11	6	10	22	
10	22	15	20	
21	20	20	22	
9	22	18	21	
13	14	19	18	
19	11	21	16	
17	16	8	15	
6	15	22	12	
8	16	6	22	
18	22	16	8	
20	12	18	13	
16	6	9	7	
6	7	18	15	
2	15	3	0	
2	0	2	19	
15	19	21	10	
10	6	11	6	
20	6	15	9	
14	9	6	9	
6	9	18	19	
19	8	11	10	
21	10	22	10	
8	10	22	16	
9	8	13	11	
6	11	22	13	
7	8	16	8	
10	8	16	19	
9	9	13	20	
18	13	22	20	
1	20	4	0	
2	0	3	6	
17	7	17	11	
19	11	16	13	
7	13	21	9	
6	11	19	15	
18	15	12	13	
11	6	9	16	
6	14	14	9	
22	9	12	7	
9	7	12	11	
22	11	14	13	
10	21	16	10	
16	10	11	12	
17	13	8	7	
22	7	7	19	
4	11	4	0	
3	0	3	6	
11	6	18	18	
7	18	21	15	
8	6	11	15	
19	15	11	21	
12	11	11	20	
9	20	11	17	
14	22	8	15	
14	15	16	19	
12	12	18	20	
10	10	22	11	
16	11	6	12	
21	7	21	17	
8	17	19	20	
14	10	17	15	
3	15	5	0	
3	0	1	12	
9	12	11	15	
21	13	22	14	
12	21	13	14	
7	14	12	11	
7	11	13	21	
11	9	10	12	
8	12	20	20	
16	7	21	9	
18	9	13	19	
22	17	18	12	
6	17	18	17	
21	8	8	12	
19	16	12	13	
17	13	9	13	
5	7	3	0	
1	0	5	19	
8	19	17	21	
14	9	15	20	
13	20	16	15	
18	15	19	18	
8	18	15	9	
10	6	18	18	
7	11	15	20	
21	10	6	19	
11	10	11	15	
13	15	20	16	
6	16	8	9	
8	9	7	15	
12	18	8	15	
15	15	21	19	
3	22	1	0	
5	0	0	2	
17	2	0	4	
15	4	0	3	
16	3	0	5	
10	1	0	3	
15	3	0	4	
18	4	0	5	
15	5	0	4	
6	4	0	5	
11	5	0	1	
6	1	0	1	
17	1	0	3	
18	3	0	1	
20	1	0	3	
21	3	0	4	
3	4	0	0	
