16	16
23
0	0	2	5	
0	5	15	3	
0	3	15	5	
0	5	7	4	
0	4	20	2	
0	2	13	5	
0	5	16	3	
0	3	6	3	
0	3	17	1	
0	2	22	5	
0	5	7	5	
0	5	18	4	
0	4	9	1	
0	1	16	5	
0	1	7	3	
0	3	4	0	
2	0	2	10	
9	7	15	8	
15	8	6	11	
7	19	20	13	
20	13	22	22	
13	20	12	18	
8	18	22	16	
19	20	17	14	
15	6	7	18	
22	13	6	11	
7	11	15	20	
18	8	20	13	
16	13	19	11	
16	11	6	9	
7	9	10	17	
4	15	3	0	
2	0	4	17	
14	12	12	12	
6	12	16	11	
20	10	12	17	
10	10	21	16	
9	16	11	21	
6	13	19	18	
17	7	17	17	
7	17	11	17	
6	17	16	14	
20	9	8	9	
21	10	22	10	
19	10	8	16	
6	10	22	11	
22	9	9	10	
3	10	1	0	
4	0	4	11	
13	11	20	16	
12	7	18	8	
7	8	22	18	
9	17	17	16	
13	8	17	14	
19	14	12	6	
17	6	21	13	
6	15	18	6	
16	6	22	8	
8	8	17	19	
22	20	12	6	
17	6	21	17	
14	17	7	15	
9	15	20	14	
1	18	3	0	
4	0	2	14	
13	8	12	13	
18	13	14	11	
22	11	10	10	
17	22	7	18	
6	18	18	11	
20	8	12	20	
21	12	10	19	
18	19	6	21	
22	8	11	17	
6	17	14	11	
21	11	14	13	
21	20	20	22	
19	22	22	22	
8	22	14	20	
3	20	1	0	
2	0	3	6	
12	6	15	22	
10	7	10	13	
16	13	16	21	
7	21	17	21	
18	13	22	20	
12	20	6	12	
14	12	16	21	
6	10	10	22	
7	22	9	12	
14	12	10	10	
14	10	7	18	
20	10	18	14	
15	14	10	17	
14	8	20	22	
1	20	4	0	
1	0	3	22	
19	6	8	16	
6	16	8	9	
21	9	22	18	
13	6	22	19	
6	19	21	10	
9	12	13	14	
6	14	16	19	
13	8	7	17	
13	17	13	9	
10	6	11	6	
7	9	15	20	
18	7	8	19	
7	17	16	19	
14	9	9	17	
4	6	4	0	
3	0	2	15	
8	8	11	13	
8	13	11	9	
11	9	7	12	
14	12	21	14	
21	13	22	14	
8	14	20	10	
16	10	11	12	
7	12	17	20	
13	16	19	14	
11	15	9	12	
15	17	16	8	
13	8	20	16	
6	18	19	16	
9	16	7	21	
1	21	5	0	
2	0	5	17	
11	11	14	11	
19	14	21	14	
7	14	12	11	
21	10	19	18	
10	18	16	16	
9	7	19	8	
18	8	15	12	
8	13	14	11	
19	14	16	18	
9	18	20	21	
15	13	20	16	
20	16	20	11	
7	15	14	13	
22	13	10	15	
5	10	4	0	
2	0	3	8	
14	8	12	19	
16	8	7	8	
12	8	13	8	
19	20	8	17	
16	7	20	17	
19	17	21	18	
15	15	21	19	
14	19	18	13	
13	15	20	16	
20	16	18	21	
9	20	11	17	
20	9	9	13	
14	20	9	11	
10	11	15	11	
4	15	5	0	
3	0	1	15	
12	15	7	22	
7	16	9	21	
16	21	15	8	
8	8	12	21	
20	12	12	18	
18	18	15	19	
21	19	15	16	
18	15	9	10	
20	10	7	16	
15	7	18	21	
11	7	20	17	
9	7	13	21	
13	7	20	12	
12	12	10	19	
5	6	2	0	
1	0	4	13	
21	7	11	13	
12	13	18	15	
13	15	15	16	
12	8	10	16	
12	11	9	10	
15	14	16	19	
22	11	14	13	
9	13	22	20	
7	11	21	19	
18	19	6	9	
21	13	14	12	
22	12	21	6	
20	6	15	9	
10	6	18	18	
2	18	3	0	
5	0	1	11	
11	22	22	17	
18	9	13	19	
16	19	11	21	
10	21	22	17	
9	6	9	14	
16	15	10	15	
14	20	14	10	
21	10	15	19	
21	8	18	9	
6	9	7	16	
14	15	16	19	
21	8	12	14	
22	8	6	10	
8	10	22	16	
3	16	4	0	
1	0	1	6	
17	6	17	18	
13	9	9	11	
11	11	20	12	
22	8	15	14	
9	6	19	17	
7	21	11	21	
17	8	17	18	
14	22	17	15	
7	15	17	18	
7	19	22	7	
16	7	21	13	
12	13	19	16	
6	12	18	12	
22	12	7	21	
4	21	1	0	
1	0	2	11	
8	11	10	19	
9	6	14	14	
13	14	22	20	
15	20	10	22	
19	22	9	22	
11	22	9	18	
17	18	12	22	
17	6	10	12	
7	6	9	17	
19	17	21	8	
9	8	18	15	
19	15	6	11	
15	11	21	19	
7	19	6	10	
1	12	3	0	
2	0	0	1	
19	2	0	2	
14	2	0	3	
7	3	0	5	
10	5	0	2	
7	2	0	4	
17	4	0	1	
12	1	0	4	
10	2	0	5	
9	5	0	1	
19	1	0	5	
15	5	0	2	
15	4	0	3	
21	3	0	4	
6	4	0	5	
2	1	0	0	
