16	16
23
0	0	2	1	
0	4	15	5	
0	5	7	3	
0	3	8	2	
0	2	22	5	
0	2	19	2	
0	2	14	4	
0	4	9	1	
0	1	15	3	
0	5	17	2	
0	2	11	1	
0	4	7	2	
0	2	15	5	
0	5	6	2	
0	2	15	3	
0	2	5	0	
2	0	5	10	
17	11	22	22	
10	22	10	21	
8	18	15	9	
20	9	11	14	
19	6	14	16	
16	13	15	20	
9	20	11	17	
7	17	13	8	
22	8	11	17	
21	7	16	9	
6	22	19	13	
6	14	14	9	
6	9	17	7	
6	8	16	19	
5	19	1	0	
5	0	1	16	
6	18	18	10	
10	10	14	12	
19	12	12	10	
11	10	11	15	
14	13	16	19	
13	22	11	14	
8	6	10	22	
13	14	22	20	
11	20	12	11	
9	11	13	9	
10	22	11	10	
15	10	15	16	
9	15	20	14	
7	14	12	11	
3	15	5	0	
1	0	4	13	
18	13	14	19	
6	15	18	6	
17	6	17	18	
7	19	6	10	
16	10	11	12	
9	8	9	20	
13	7	15	14	
13	14	12	21	
13	8	12	13	
16	13	19	11	
19	21	10	15	
19	15	16	21	
6	21	18	19	
18	9	13	19	
3	6	3	0	
4	0	4	6	
14	6	17	16	
14	12	16	21	
13	21	7	11	
6	10	22	11	
8	19	18	7	
9	7	15	8	
19	8	9	7	
6	11	22	13	
9	13	17	13	
18	13	22	20	
9	20	6	15	
16	8	9	6	
18	15	19	18	
13	22	14	21	
2	18	3	0	
4	0	5	7	
13	11	9	8	
8	8	12	21	
18	21	10	19	
22	16	8	10	
9	9	13	20	
15	20	7	9	
21	9	16	11	
22	9	9	10	
9	7	16	6	
11	6	12	16	
6	12	12	20	
12	8	10	16	
6	19	21	10	
14	10	17	15	
3	22	1	0	
5	0	2	10	
9	10	17	7	
9	9	17	14	
8	12	7	18	
8	20	22	14	
13	14	9	12	
10	8	16	19	
16	6	22	8	
18	11	22	9	
16	7	21	13	
14	22	8	15	
18	7	15	17	
17	17	7	17	
15	7	18	21	
9	21	8	18	
1	17	4	0	
2	0	3	6	
6	11	19	15	
17	15	14	22	
16	8	15	17	
10	6	11	6	
15	6	7	18	
16	18	21	20	
22	20	9	13	
22	7	7	19	
10	22	15	20	
8	6	11	15	
6	22	12	21	
12	10	19	21	
7	21	11	21	
19	14	12	6	
1	11	5	0	
3	0	1	18	
19	7	17	16	
18	12	22	17	
9	14	9	6	
20	10	8	14	
20	8	12	20	
20	20	22	21	
9	18	20	21	
7	21	17	21	
15	16	13	15	
15	8	16	21	
13	8	17	14	
19	14	16	18	
11	14	11	11	
12	11	9	7	
5	7	5	0	
1	0	3	20	
17	20	10	12	
22	18	7	8	
14	8	12	19	
13	20	12	18	
12	7	21	22	
17	22	7	18	
20	8	17	19	
12	6	22	20	
11	20	16	20	
16	7	20	17	
11	17	7	17	
16	8	18	22	
7	22	12	15	
20	7	11	15	
5	15	3	0	
3	0	4	15	
7	8	16	8	
18	8	20	13	
12	13	7	20	
8	8	17	19	
10	19	8	11	
19	6	9	18	
11	6	18	18	
22	22	19	22	
16	19	14	15	
16	15	13	20	
21	11	14	13	
19	16	6	18	
12	18	20	12	
11	7	20	17	
1	12	3	0	
4	0	4	11	
16	19	15	14	
22	14	20	8	
18	8	15	12	
17	6	21	17	
9	17	17	16	
9	16	7	21	
18	21	9	22	
19	17	21	18	
14	21	14	19	
13	8	20	16	
14	14	12	21	
8	13	14	11	
11	9	10	12	
7	15	14	17	
3	10	1	0	
4	0	1	20	
17	20	7	12	
12	12	12	14	
19	16	12	13	
21	8	19	17	
6	10	12	17	
9	12	11	15	
9	22	19	22	
7	19	20	13	
10	7	18	14	
20	14	10	14	
12	7	22	9	
14	19	20	17	
10	10	21	16	
11	6	9	16	
3	16	4	0	
1	0	3	17	
11	20	16	13	
20	13	22	22	
17	6	21	13	
11	13	8	8	
21	16	13	16	
16	16	10	18	
19	11	21	16	
20	10	18	14	
18	15	9	10	
10	7	10	13	
12	13	18	15	
6	15	22	12	
22	6	10	10	
9	7	13	21	
5	18	4	0	
3	0	4	21	
10	7	16	20	
21	19	7	11	
14	11	6	17	
13	10	15	22	
14	21	8	12	
18	12	6	12	
21	19	15	15	
8	12	8	13	
18	13	14	11	
10	21	22	17	
18	17	8	17	
18	6	13	19	
6	19	17	9	
19	15	11	21	
4	21	1	0	
4	0	0	3	
16	3	0	5	
12	1	0	4	
6	4	0	5	
21	5	0	1	
9	5	0	1	
20	2	0	4	
10	4	0	5	
13	5	0	2	
14	2	0	3	
15	4	0	3	
7	3	0	1	
6	1	0	1	
17	2	0	4	
10	2	0	2	
1	2	0	0	
