16	16
23
0	0	1	2	
0	1	18	3	
0	4	13	1	
0	3	6	3	
0	4	21	1	
0	1	6	1	
0	1	11	5	
0	5	16	3	
0	2	19	2	
0	4	15	3	
0	3	20	1	
0	5	15	3	
0	3	6	2	
0	2	15	3	
0	3	17	1	
0	2	5	0	
1	0	5	19	
12	14	12	12	
19	14	16	18	
6	22	20	12	
21	15	7	18	
17	16	8	15	
10	15	19	21	
16	21	19	15	
9	7	13	21	
7	11	15	20	
15	6	11	19	
17	15	14	10	
22	9	18	11	
19	11	16	13	
13	18	15	12	
5	10	2	0	
5	0	5	7	
9	7	15	8	
9	8	13	11	
17	6	17	18	
9	16	7	21	
8	8	12	21	
8	14	20	10	
8	6	10	22	
13	20	9	9	
15	9	10	18	
11	6	10	22	
14	11	18	13	
18	13	14	19	
16	10	11	12	
15	13	20	16	
1	16	5	0	
2	0	5	17	
22	17	10	21	
13	6	11	22	
17	8	17	18	
7	19	20	13	
12	13	14	9	
20	11	20	16	
10	16	12	8	
16	19	6	14	
22	14	8	20	
19	14	21	14	
19	14	15	16	
22	18	7	8	
20	16	13	15	
13	8	12	13	
5	6	4	0	
5	0	2	15	
10	18	16	16	
17	7	15	14	
8	12	19	14	
6	14	14	9	
8	9	6	16	
16	6	22	8	
17	14	19	20	
6	9	17	7	
8	7	8	16	
21	12	10	19	
18	19	6	21	
7	14	12	11	
13	7	20	12	
12	12	18	20	
4	20	2	0	
2	0	2	10	
21	19	15	15	
15	15	16	13	
19	13	6	22	
19	22	22	22	
11	11	20	12	
22	12	15	7	
19	14	12	6	
19	6	9	18	
16	7	21	13	
16	13	11	20	
6	15	18	6	
9	6	9	14	
22	14	20	8	
11	13	9	9	
1	9	5	0	
1	0	2	11	
13	22	14	21	
16	7	20	17	
8	8	11	13	
22	12	7	21	
7	21	11	21	
15	20	10	22	
12	11	15	9	
16	9	21	7	
21	11	14	13	
11	13	21	7	
13	10	15	22	
9	22	18	21	
17	21	18	19	
16	20	10	7	
5	7	4	0	
2	0	4	7	
22	7	7	19	
20	18	13	22	
19	15	11	21	
14	9	15	20	
12	20	20	8	
12	8	13	8	
8	8	17	19	
21	19	7	11	
12	20	6	12	
14	12	21	14	
15	9	8	18	
18	13	20	12	
14	12	21	13	
10	6	18	18	
2	18	3	0	
4	0	2	14	
13	17	6	21	
13	8	17	14	
20	14	10	14	
9	15	20	7	
13	7	15	14	
21	14	12	16	
20	22	21	20	
7	8	19	18	
17	7	9	10	
11	21	16	19	
19	20	8	17	
17	7	17	11	
11	6	12	16	
18	11	6	18	
1	17	4	0	
2	0	3	14	
13	14	22	20	
17	20	10	12	
10	22	11	10	
19	15	14	16	
17	13	9	13	
20	13	22	22	
21	8	12	14	
6	15	9	20	
9	20	11	17	
19	6	8	16	
8	20	16	13	
17	9	6	19	
22	12	6	15	
17	15	14	22	
4	15	5	0	
3	0	1	7	
10	7	10	13	
10	21	16	10	
15	10	15	16	
13	16	19	14	
12	7	18	8	
19	6	10	7	
17	7	17	17	
9	18	20	21	
11	21	9	16	
8	18	9	21	
9	10	22	9	
6	9	16	11	
22	9	22	19	
16	19	7	17	
4	17	2	0	
1	0	3	22	
10	7	18	14	
22	12	21	6	
12	6	12	18	
19	12	12	10	
18	9	13	19	
10	21	10	22	
17	20	7	12	
20	9	8	9	
8	13	14	11	
9	11	14	20	
22	6	10	10	
6	10	6	11	
22	11	14	13	
12	17	6	10	
2	13	5	0	
5	0	3	15	
17	22	8	11	
21	10	19	18	
8	18	22	16	
22	7	18	17	
19	17	21	8	
10	14	12	10	
8	15	14	22	
20	10	18	14	
11	14	11	11	
6	11	15	8	
10	8	16	19	
6	19	21	10	
21	15	8	16	
6	9	7	16	
5	10	4	0	
3	0	1	15	
8	15	12	18	
19	18	6	13	
6	21	17	17	
9	17	17	16	
19	16	6	18	
12	7	22	9	
14	9	9	17	
18	12	22	17	
6	17	14	11	
15	11	10	11	
18	8	20	13	
9	7	12	11	
8	7	17	13	
15	6	7	18	
4	6	4	0	
1	0	4	12	
21	20	16	18	
18	18	15	19	
13	16	21	16	
22	16	8	10	
13	22	20	9	
17	21	7	21	
9	10	12	11	
22	17	11	22	
14	6	17	16	
19	16	12	13	
20	17	11	7	
18	7	15	17	
8	11	10	19	
7	19	8	9	
4	9	1	0	
4	0	0	3	
7	3	0	5	
15	4	0	3	
21	3	0	4	
20	4	0	1	
18	4	0	5	
10	5	0	2	
8	2	0	3	
11	4	0	4	
16	4	0	3	
22	5	0	2	
6	2	0	5	
21	5	0	1	
10	1	0	3	
12	3	0	1	
2	1	0	0	
